City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
458,Pelym,RU,2020-05-10 16:23:12,61.01,62.0,66.31,41,50,5.61,scattered clouds,0.0,0.0
459,Votkinsk,RU,2020-05-10 16:23:12,57.05,53.99,61.0,53,30,1.01,scattered clouds,0.0,0.0
460,Gravdal,NO,2020-05-10 16:23:12,68.12,13.5,32.0,78,75,4.7,light shower snow,0.0,0.0
461,Tyumentsevo,RU,2020-05-10 16:23:12,53.32,81.5,66.97,46,0,9.22,clear sky,0.0,0.0
462,Lebork,PL,2020-05-10 16:23:13,54.54,17.75,69.8,40,71,14.99,broken clouds,0.0,0.0
463,El Alto,PE,2020-05-10 16:19:17,-4.27,-81.21,76.82,67,83,11.16,broken clouds,0.0,0.0
464,Santiago Del Estero,AR,2020-05-10 16:21:48,-27.8,-64.26,77.43,48,50,15.61,scattered clouds,0.0,0.0
465,Auki,SB,2020-05-10 16:23:13,-8.77,160.7,78.98,86,7,4.52,clear sky,0.0,0.0
466,Santa Maria,BR,2020-05-10 16:18:44,-29.68,-53.81,78.8,41,62,16.11,broken clouds,0.0,0.0
467,Santa Maria Del Oro,MX,2020-05-10 16:23:14,25.93,-105.37,73.89,27,0,5.75,clear sky,0.0,0.0
468,Moosomin,CA,2020-05-10 16:23:14,50.13,-101.67,31.59,93,77,11.07,broken clouds,0.0,0.0
469,Neiafu,TO,2020-05-10 16:23:14,-18.65,-173.98,73.4,94,75,6.49,broken clouds,0.0,0.0
470,Troitskoye,RU,2020-05-10 16:23:14,52.98,84.68,65.48,42,0,4.32,clear sky,0.0,0.0
471,Halol,IN,2020-05-10 16:23:14,22.5,73.47,95.0,36,0,6.93,clear sky,0.0,0.0
472,Sur,OM,2020-05-10 16:23:14,22.57,59.53,84.18,54,0,2.77,clear sky,0.0,0.0
473,Paamiut,GL,2020-05-10 16:23:15,61.99,-49.67,40.89,82,100,23.69,overcast clouds,0.0,0.0
474,Bingol,TR,2020-05-10 16:23:15,38.88,40.49,53.06,54,39,5.77,scattered clouds,0.0,0.0
475,Seoul,KR,2020-05-10 16:21:12,37.57,126.98,57.2,93,20,6.93,mist,0.0,0.0
476,Homer,US,2020-05-10 16:23:15,59.64,-151.55,50.0,61,1,6.93,clear sky,0.0,0.0
477,Nishihara,JP,2020-05-10 16:23:15,26.18,127.76,78.8,83,90,9.17,overcast clouds,0.0,0.0
478,Inhambupe,BR,2020-05-10 16:23:15,-11.78,-38.35,77.27,82,100,13.78,moderate rain,0.0,0.0
479,Huarmey,PE,2020-05-10 16:23:16,-10.07,-78.15,72.73,70,56,8.32,broken clouds,0.0,0.0
480,Ulaangom,MN,2020-05-10 16:23:16,49.98,92.07,52.68,40,0,0.22,clear sky,0.0,0.0
481,Mut,TR,2020-05-10 16:23:16,36.64,33.44,74.71,31,0,2.62,clear sky,0.0,0.0
482,Olga,RU,2020-05-10 16:23:16,43.74,135.29,44.33,94,84,4.29,broken clouds,0.0,0.0
483,Koygorodok,RU,2020-05-10 16:23:16,60.45,51.0,57.36,92,80,2.62,moderate rain,0.0,0.0
484,Filadelfia,US,2020-05-10 16:18:52,39.95,-75.16,59.0,28,40,19.46,scattered clouds,0.0,0.0
485,Khoy,IR,2020-05-10 16:23:16,38.55,44.95,56.01,68,40,10.76,light rain,0.0,0.0
486,Yarada,IN,2020-05-10 16:23:17,17.65,83.27,84.2,83,20,2.24,mist,0.0,0.0
487,Emerald,AU,2020-05-10 16:20:02,-23.53,148.17,64.4,34,75,19.46,broken clouds,0.0,0.0
488,Eyl,SO,2020-05-10 16:23:17,7.98,49.82,85.42,68,0,10.16,clear sky,0.0,0.0
489,Rudraprayag,IN,2020-05-10 16:23:17,30.28,78.98,65.01,63,53,5.44,light rain,0.0,0.0
490,Sept-Iles,CA,2020-05-10 16:23:17,50.2,-66.38,44.01,41,75,17.22,broken clouds,0.0,0.0
491,Lieksa,FI,2020-05-10 16:23:17,63.32,30.02,46.36,55,82,12.46,broken clouds,0.0,0.0
492,Ossora,RU,2020-05-10 16:23:18,59.24,163.07,29.97,94,100,4.34,overcast clouds,0.0,0.0
493,Okhotsk,RU,2020-05-10 16:20:37,59.38,143.3,36.41,83,100,12.48,overcast clouds,0.0,0.0
494,Arlit,NE,2020-05-10 16:19:23,18.74,7.39,107.11,6,14,7.16,few clouds,0.0,0.0
495,Vyazniki,RU,2020-05-10 16:18:59,56.25,42.17,54.79,86,93,2.93,light rain,0.0,0.0
496,Gizo,SB,2020-05-10 16:23:18,-8.1,156.84,82.69,79,100,9.84,moderate rain,0.0,0.0
497,Havre-Saint-Pierre,CA,2020-05-10 16:23:18,50.23,-63.6,41.0,60,90,38.03,overcast clouds,0.0,0.0
498,Shellbrook,CA,2020-05-10 16:23:18,53.22,-106.4,37.4,44,20,4.7,few clouds,0.0,0.0
499,Christchurch,NZ,2020-05-10 16:22:55,-43.53,172.63,51.01,100,90,2.24,fog,0.0,0.0
500,Nanpiao,CN,2020-05-10 16:23:19,41.1,120.75,57.58,32,38,9.13,scattered clouds,0.0,0.0
501,Karratha,AU,2020-05-10 16:18:36,-20.74,116.85,78.08,35,95,14.5,overcast clouds,0.0,0.0
502,Aykhal,RU,2020-05-10 16:23:19,66.0,111.5,24.8,85,90,11.18,overcast clouds,0.0,0.0
503,Lowestoft,GB,2020-05-10 16:23:20,52.48,1.75,48.0,85,100,15.99,light rain,0.0,0.0
504,Desaguadero,PE,2020-05-10 16:23:20,-16.57,-69.04,54.63,46,50,3.42,scattered clouds,0.0,0.0
505,Jatai,BR,2020-05-10 16:23:20,-17.88,-51.71,79.48,60,0,7.07,clear sky,0.0,0.0
506,San Ramon,US,2020-05-10 16:19:27,37.78,-121.98,62.01,67,1,5.82,clear sky,0.0,0.0
507,Meulaboh,ID,2020-05-10 16:23:20,4.14,96.13,78.96,88,100,3.33,moderate rain,0.0,0.0
508,Along,IN,2020-05-10 16:23:20,28.17,94.77,69.55,74,66,2.62,light rain,0.0,0.0
509,Yeppoon,AU,2020-05-10 16:23:21,-23.13,150.73,66.2,52,40,8.05,scattered clouds,0.0,0.0
510,Brits,ZA,2020-05-10 16:19:19,-25.63,27.78,69.8,39,0,4.7,clear sky,0.0,0.0
511,Basco,PH,2020-05-10 16:20:52,20.45,121.97,83.5,74,55,3.4,broken clouds,0.0,0.0
512,Newport,GB,2020-05-10 16:23:21,51.59,-3.0,52.0,77,100,3.0,overcast clouds,0.0,0.0
513,Verkhnevilyuysk,RU,2020-05-10 16:23:21,63.45,120.32,28.72,98,0,5.12,clear sky,0.0,0.0
514,Male,MV,2020-05-10 16:20:24,4.17,73.51,86.0,79,75,5.82,thunderstorm,0.0,0.0
515,Coruripe,BR,2020-05-10 16:23:22,-10.13,-36.18,81.19,78,29,12.19,moderate rain,0.0,0.0
516,Tulum,MX,2020-05-10 16:23:22,20.22,-87.47,80.6,83,90,3.36,overcast clouds,0.0,0.0
517,Grammichele,IT,2020-05-10 16:23:22,37.21,14.64,75.2,38,84,9.17,broken clouds,0.0,0.0
518,Lexington,US,2020-05-10 16:22:51,37.99,-84.48,59.0,44,20,18.34,few clouds,0.0,0.0
519,Omboue,GA,2020-05-10 16:23:22,-1.57,9.26,75.49,95,100,5.12,moderate rain,0.0,0.0
520,Seminole,US,2020-05-10 16:23:23,28.71,-81.21,77.0,65,1,14.99,clear sky,0.0,0.0
521,Walvis Bay,NA,2020-05-10 16:23:23,-22.96,14.51,82.4,26,0,11.41,clear sky,0.0,0.0
522,Tautira,PF,2020-05-10 16:23:23,-17.73,-149.15,77.0,83,20,2.24,few clouds,0.0,0.0
523,Sirajganj,BD,2020-05-10 16:23:23,24.45,89.72,89.98,53,34,4.27,scattered clouds,0.0,0.0
524,Pietarsaari,FI,2020-05-10 16:23:23,63.65,22.68,37.4,100,90,3.36,moderate rain,0.0,0.0
525,Olafsvik,IS,2020-05-10 16:19:45,64.89,-23.71,42.24,68,94,17.34,overcast clouds,0.0,0.0
526,Katsuura,JP,2020-05-10 16:23:24,35.13,140.3,70.0,100,75,18.34,light intensity drizzle,0.0,0.0
527,Yanam,IN,2020-05-10 16:23:24,16.73,82.22,83.59,75,63,4.47,broken clouds,0.0,0.0
528,Gayeri,BF,2020-05-10 16:23:24,12.65,0.49,105.87,14,46,8.37,scattered clouds,0.0,0.0
529,Port-Cartier,CA,2020-05-10 16:23:24,50.03,-66.87,44.01,41,75,17.22,broken clouds,0.0,0.0
530,Poum,NC,2020-05-10 16:20:02,-20.23,164.02,74.55,73,5,7.85,clear sky,0.0,0.0
531,Gazanjyk,TM,2020-05-10 16:23:25,39.24,55.52,85.28,27,16,9.95,few clouds,0.0,0.0
532,Mehamn,NO,2020-05-10 16:18:25,71.04,27.85,33.8,64,23,8.05,few clouds,0.0,0.0
533,Ulladulla,AU,2020-05-10 16:23:25,-35.35,150.47,46.4,65,0,11.41,clear sky,0.0,0.0
534,San Jeronimo,PE,2020-05-10 16:23:25,-11.95,-75.28,60.84,53,2,1.83,light rain,0.0,0.0
535,Puerto Ayacucho,VE,2020-05-10 16:20:42,5.66,-67.62,87.8,58,40,9.17,scattered clouds,0.0,0.0
536,Hibbing,US,2020-05-10 16:23:26,47.43,-92.94,41.0,41,75,13.87,broken clouds,0.0,0.0
537,The Pas,CA,2020-05-10 16:18:51,53.83,-101.25,30.2,46,1,10.29,clear sky,0.0,0.0
538,Gorom-Gorom,BF,2020-05-10 16:23:26,14.44,-0.24,106.97,11,34,6.2,scattered clouds,0.0,0.0
539,Alyangula,AU,2020-05-10 16:23:26,-13.85,136.42,73.4,100,5,14.36,clear sky,0.0,0.0
540,Tual,ID,2020-05-10 16:23:26,-5.67,132.75,84.16,78,86,16.13,overcast clouds,0.0,0.0
541,Itarema,BR,2020-05-10 16:23:27,-2.92,-39.92,80.44,87,100,11.12,moderate rain,0.0,0.0
542,Lacarak,RS,2020-05-10 16:23:27,45.0,19.57,80.01,47,87,0.43,overcast clouds,0.0,0.0
543,Gayny,RU,2020-05-10 16:23:27,60.31,54.32,56.73,86,46,5.3,heavy intensity rain,0.0,0.0
544,Samarai,PG,2020-05-10 16:23:27,-10.62,150.67,79.75,83,57,14.45,broken clouds,0.0,0.0
545,Coahuayana,MX,2020-05-10 16:23:27,18.73,-103.68,86.0,45,5,11.41,clear sky,0.0,0.0
546,Lavrentiya,RU,2020-05-10 16:23:28,65.58,-171.0,32.27,95,78,6.91,broken clouds,0.0,0.0
547,Sahuaripa,MX,2020-05-10 16:23:28,29.05,-109.23,84.88,24,0,2.17,clear sky,0.0,0.0
548,Shevchenkove,UA,2020-05-10 16:23:28,49.7,37.17,55.02,78,100,3.38,overcast clouds,0.0,0.0
549,Santo Tomas,PH,2020-05-10 16:23:28,14.11,121.14,82.99,88,40,2.24,scattered clouds,0.0,0.0
550,Peniche,PT,2020-05-10 16:23:28,39.36,-9.38,64.0,78,91,15.99,overcast clouds,0.0,0.0
551,Cabedelo,BR,2020-05-10 16:23:28,-6.98,-34.83,87.8,62,40,11.41,scattered clouds,0.0,0.0
552,Sinnamary,GF,2020-05-10 16:23:29,5.38,-52.95,79.77,90,50,13.47,moderate rain,0.0,0.0
553,Grand Baie,MU,2020-05-10 16:23:29,-20.02,57.58,71.01,74,31,3.0,scattered clouds,0.0,0.0
554,Ordu,TR,2020-05-10 16:23:29,40.91,37.68,43.92,93,0,2.04,clear sky,0.0,0.0
555,Tutoia,BR,2020-05-10 16:23:30,-2.76,-42.27,81.66,83,35,3.36,moderate rain,0.0,0.0
556,Ahuimanu,US,2020-05-10 16:19:28,21.44,-157.84,82.4,54,20,8.05,few clouds,0.0,0.0
557,Karatau,KZ,2020-05-10 16:23:30,43.17,70.47,64.94,42,24,8.03,few clouds,0.0,0.0
558,Atikokan,CA,2020-05-10 16:20:23,48.76,-91.62,36.09,73,100,10.98,overcast clouds,0.0,0.0
559,Bertoua,CM,2020-05-10 16:23:30,4.58,13.68,83.35,63,40,3.44,scattered clouds,0.0,0.0
560,Treinta Y Tres,UY,2020-05-10 16:23:31,-33.23,-54.38,72.23,55,50,15.55,scattered clouds,0.0,0.0
561,Pedernales,DO,2020-05-10 16:23:31,18.04,-71.74,87.8,70,40,17.22,scattered clouds,0.0,0.0
562,Guaruja,BR,2020-05-10 16:19:27,-23.99,-46.26,82.4,48,0,6.93,clear sky,0.0,0.0
563,Kasempa,ZM,2020-05-10 16:23:31,-13.46,25.83,66.74,63,23,6.08,few clouds,0.0,0.0
564,Dauphin,CA,2020-05-10 16:23:31,51.15,-100.05,37.4,47,1,16.11,clear sky,0.0,0.0
565,Naryan-Mar,RU,2020-05-10 16:23:31,67.67,53.09,34.92,97,100,8.7,overcast clouds,0.0,0.0
566,Sijunjung,ID,2020-05-10 16:23:32,-0.69,100.95,74.89,91,95,1.95,overcast clouds,0.0,0.0
567,Madison,US,2020-05-10 16:23:32,34.73,-86.57,64.0,39,1,6.93,clear sky,0.0,0.0
568,Nchelenge,ZM,2020-05-10 16:23:32,-9.35,28.73,74.71,63,100,6.02,overcast clouds,0.0,0.0
569,Chekhov,RU,2020-05-10 16:23:32,55.14,37.47,59.0,41,84,13.42,broken clouds,0.0,0.0
570,Celina,US,2020-05-10 16:23:32,40.55,-84.57,57.2,44,1,23.04,clear sky,0.0,0.0
571,Biggar,GB,2020-05-10 16:22:23,55.62,-3.52,46.4,52,40,14.99,scattered clouds,0.0,0.0
572,Rocky Mountain House,CA,2020-05-10 16:23:33,52.37,-114.92,41.04,67,100,7.4,overcast clouds,0.0,0.0
573,Hofn,IS,2020-05-10 16:23:33,64.25,-15.21,42.8,41,77,5.82,broken clouds,0.0,0.0
574,Merauke,ID,2020-05-10 16:23:33,-8.47,140.33,79.66,84,91,18.07,light rain,0.0,0.0
575,Baculin,PH,2020-05-10 16:23:33,7.45,126.58,80.17,78,100,6.76,light rain,0.0,0.0
576,Tiarei,PF,2020-05-10 16:23:34,-17.53,-149.33,77.0,83,20,2.24,few clouds,0.0,0.0
577,Totness,SR,2020-05-10 16:23:34,5.88,-56.32,82.11,80,20,13.15,light rain,0.0,0.0
578,Junnar,IN,2020-05-10 16:23:34,19.2,73.88,79.56,51,36,8.61,scattered clouds,0.0,0.0
579,Urubicha,BO,2020-05-10 16:23:34,-15.38,-62.95,86.38,45,89,5.97,overcast clouds,0.0,0.0
580,Waddan,LY,2020-05-10 16:23:35,29.16,16.14,101.8,8,41,8.9,scattered clouds,0.0,0.0
581,Barhiya,IN,2020-05-10 16:23:35,25.28,86.03,92.88,19,0,9.08,clear sky,0.0,0.0
582,Rosetta,EG,2020-05-10 16:23:35,31.4,30.42,71.6,64,0,13.87,clear sky,0.0,0.0
